epoch,lr,loss,loss_pde,loss_bcic,loss_stl,robustness
0,0.002,3.3265316486358643,1.0529868602752686,2.2735447883605957,0.0,0.0
1,0.002,0.42292022705078125,0.044741760939359665,0.3781784772872925,0.0,0.0
2,0.002,1.3222426176071167,0.34628021717071533,0.9759624004364014,0.0,0.0
3,0.002,1.7362847328186035,0.6567104458808899,1.0795743465423584,0.0,0.0
4,0.002,1.0759283304214478,0.4971502125263214,0.578778088092804,0.0,0.0
5,0.002,0.38933372497558594,0.19286741316318512,0.19646629691123962,0.0,0.0
6,0.002,0.2323654741048813,0.030130168423056602,0.20223531126976013,0.0,0.0
7,0.002,0.4997645318508148,0.07000875473022461,0.4297557771205902,0.0,0.0
8,0.002,0.7601649165153503,0.1757281869649887,0.5844367146492004,0.0,0.0
9,0.002,0.7440680265426636,0.19943684339523315,0.5446311831474304,0.0,0.0
10,0.002,0.5112003087997437,0.1285720318555832,0.38262826204299927,0.0,0.0
11,0.002,0.27042120695114136,0.048235367983579636,0.22218585014343262,0.0,0.0
12,0.002,0.17546042799949646,0.0402410626411438,0.13521936535835266,0.0,0.0
13,0.002,0.23875269293785095,0.11947242170572281,0.11928027868270874,0.0,0.0
14,0.002,0.3594950735569,0.22773891687393188,0.13175615668296814,0.0,0.0
15,0.002,0.41825246810913086,0.2842792868614197,0.13397319614887238,0.0,0.0
16,0.002,0.3670760989189148,0.25279828906059265,0.11427779495716095,0.0,0.0
17,0.002,0.2486751526594162,0.16240821778774261,0.08626693487167358,0.0,0.0
18,0.002,0.145697683095932,0.07366803288459778,0.07202965021133423,0.0,0.0
19,0.002,0.11560133844614029,0.03226632624864578,0.0833350121974945,0.0,0.0
20,0.002,0.15632082521915436,0.043104901909828186,0.11321592330932617,0.0,0.0
21,0.002,0.217286616563797,0.07561896741390228,0.14166764914989471,0.0,0.0
22,0.002,0.24360039830207825,0.09305277466773987,0.15054762363433838,0.0,0.0
23,0.002,0.2161986082792282,0.08039414882659912,0.1358044594526291,0.0,0.0
24,0.002,0.15759676694869995,0.049597691744565964,0.10799907147884369,0.0,0.0
25,0.002,0.10749511420726776,0.0245573241263628,0.08293779194355011,0.0,0.0
26,0.002,0.09228338301181793,0.021443292498588562,0.07084009051322937,0.0,0.0
27,0.002,0.1094004213809967,0.03825690969824791,0.0711435079574585,0.0,0.0
28,0.002,0.13427655398845673,0.05894123390316963,0.07533532381057739,0.0,0.0
