epoch,lr,loss,loss_pde,loss_bcic,loss_stl,robustness
0,0.002,7.214064598083496,1.0529868602752686,2.2735447883605957,3.887533187866211,-0.6477686166763306
1,0.002,0.45984700322151184,0.051789697259664536,0.39693117141723633,0.011126138269901276,0.3978346288204193
2,0.002,1.4144119024276733,0.2703322768211365,1.1439921855926514,8.742908539716154e-05,0.8833784461021423
3,0.002,2.70884108543396,0.7789628505706787,1.9298512935638428,2.702793244679924e-05,1.000779151916504
4,0.002,2.875659942626953,0.9902743697166443,1.8853399753570557,4.5597305870614946e-05,0.9484798312187195
5,0.002,2.151381015777588,0.8468708395957947,1.3043380975723267,0.0001721361477393657,0.8156256079673767
6,0.002,1.2002604007720947,0.5260679721832275,0.6732833385467529,0.0009091137908399105,0.6491457223892212
7,0.002,0.5157117247581482,0.22067268192768097,0.28973305225372314,0.005306031554937363,0.472366064786911
8,0.002,0.30707651376724243,0.053463831543922424,0.22218401730060577,0.03142865002155304,0.29229050874710083
9,0.002,0.5766501426696777,0.04989564046263695,0.36757493019104004,0.15917953848838806,0.11913163959980011
10,0.002,1.0495656728744507,0.1410459578037262,0.5157579183578491,0.39276182651519775,0.007863379083573818
11,0.002,1.055774211883545,0.19795727729797363,0.5054201483726501,0.35239678621292114,0.022417593747377396
12,0.002,0.7075919508934021,0.16457907855510712,0.41443175077438354,0.12858112156391144,0.1431305855512619
13,0.002,0.47424840927124023,0.08583999425172806,0.35933735966682434,0.029071055352687836,0.30028629302978516
14,0.002,0.37366506457328796,0.023588772863149643,0.3426069915294647,0.007469285279512405,0.4379899501800537
15,0.002,0.3497728109359741,0.018305905163288116,0.32819050550460815,0.0032764014322310686,0.5207452178001404
16,0.002,0.376858651638031,0.07830981910228729,0.2957220673561096,0.0028267623856663704,0.5355440974235535
17,0.002,0.4322192966938019,0.18018467724323273,0.2478763312101364,0.004158299881964922,0.4968356192111969
18,0.002,0.48800215125083923,0.28000006079673767,0.1999744474887848,0.008027646690607071,0.43073412775993347
19,0.002,0.5117494463920593,0.33310866355895996,0.16272425651550293,0.015916548669338226,0.3616277277469635
20,0.002,0.47938698530197144,0.3167785704135895,0.13550911843776703,0.027099303901195526,0.30747538805007935
21,0.002,0.3917122483253479,0.24190692603588104,0.11339368671178818,0.03641163185238838,0.27715450525283813
22,0.002,0.2808710038661957,0.1444035768508911,0.09726811945438385,0.03919931501150131,0.2695426344871521
23,0.002,0.19557344913482666,0.06382694840431213,0.0945511981844902,0.03719528764486313,0.27495914697647095
24,0.002,0.17066386342048645,0.024102315306663513,0.11108488589525223,0.035476647317409515,0.2798345685005188
25,0.002,0.20532403886318207,0.02525421418249607,0.14320255815982819,0.03686726465821266,0.2758725583553314
26,0.002,0.2657598555088043,0.04807167500257492,0.17741434276103973,0.040273845195770264,0.2667478024959564
27,0.002,0.30819758772850037,0.06797993183135986,0.19803491234779358,0.042182743549346924,0.26195603609085083
28,0.002,0.30631130933761597,0.06972847878932953,0.19637423753738403,0.040208593010902405,0.2669154703617096
29,0.002,0.26396334171295166,0.05381787195801735,0.17467628419399261,0.03546919301152229,0.2798561751842499
30,0.002,0.20660336315631866,0.03239215537905693,0.14328618347644806,0.03092501498758793,0.2939482629299164
31,0.002,0.1627369523048401,0.019692910835146904,0.11443041265010834,0.028613634407520294,0.3019106984138489
32,0.002,0.14868462085723877,0.02357049472630024,0.09630094468593597,0.028813177719712257,0.3011989891529083
33,0.002,0.16232623159885406,0.04180904105305672,0.09013791382312775,0.0303792767226696,0.2957746088504791
34,0.002,0.18700799345970154,0.06427067518234253,0.0913800299167633,0.0313572883605957,0.2925238013267517
35,0.002,0.2037971317768097,0.0793456956744194,0.09423261880874634,0.030218811705708504,0.2963176965713501
36,0.002,0.20311325788497925,0.08038632571697235,0.09565499424934387,0.027071945369243622,0.3075786828994751
37,0.002,0.18758510053157806,0.06829807907342911,0.09593340009450912,0.02335362136363983,0.3226653039455414
38,0.002,0.16648149490356445,0.049487389624118805,0.09647158533334732,0.020522527396678925,0.3358255624771118
39,0.002,0.14864468574523926,0.03152633458375931,0.0977155938744545,0.019402749836444855,0.3415302336215973
40,0.002,0.1388222873210907,0.019551144912838936,0.09888793528079987,0.020383212715387344,0.33651837706565857
41,0.002,0.13740111887454987,0.014629306271672249,0.09904260188341141,0.02372920699417591,0.3210383355617523
42,0.002,0.14198283851146698,0.014611403457820415,0.09786815196275711,0.029503285884857178,0.2987741231918335
43,0.002,0.14872173964977264,0.01617359183728695,0.09555047750473022,0.03699766844511032,0.27550849318504333
44,0.002,0.15295222401618958,0.016811417415738106,0.09197939932346344,0.044161416590213776,0.25720512866973877
45,0.002,0.1508449763059616,0.01591685600578785,0.08676663041114807,0.04816149175167084,0.24819667637348175
46,0.002,0.14218410849571228,0.014542898163199425,0.08029201626777649,0.04734918475151062,0.24996629357337952
47,0.002,0.1313551962375641,0.014313052408397198,0.07444364577531815,0.04259850084781647,0.26094016432762146
48,0.002,0.12401390075683594,0.016236137598752975,0.07143159210681915,0.03634616360068321,0.27733996510505676
49,0.002,0.12307709455490112,0.020115191116929054,0.0722280815243721,0.030733827501535416,0.2945844829082489
50,0.002,0.12689556181430817,0.024719201028347015,0.0753626599907875,0.026813704520463943,0.308558851480484
51,0.002,0.13127048313617706,0.028392145410180092,0.07805857062339783,0.024819765239953995,0.3164534866809845
52,0.002,0.132582426071167,0.029842957854270935,0.0780862420797348,0.024653226137161255,0.31714072823524475
53,0.002,0.12983205914497375,0.02864307351410389,0.07505357265472412,0.026135414838790894,0.3111779987812042
54,0.002,0.12469148635864258,0.02533985674381256,0.07034500688314438,0.02900662086904049,0.3005135953426361
55,0.002,0.11989842355251312,0.021129466593265533,0.06598857790231705,0.03278037905693054,0.2879658341407776
56,0.002,0.11739478260278702,0.017351768910884857,0.06341598182916641,0.03662703186273575,0.27654653787612915
57,0.002,0.11733540147542953,0.014881519600749016,0.06294821947813034,0.03950566053390503,0.26873838901519775
58,0.002,0.11852458864450455,0.01383898500353098,0.06407317519187927,0.04061242938041687,0.26588210463523865
59,0.002,0.11957580596208572,0.013708307407796383,0.06602602452039719,0.03984147310256958,0.2678636312484741
60,0.002,0.11957857757806778,0.013742266222834587,0.06801453232765198,0.037821777164936066,0.27323609590530396
61,0.002,0.11837021261453629,0.013545394875109196,0.06931557506322861,0.03550924360752106,0.27973994612693787
62,0.002,0.1161985769867897,0.01323432382196188,0.06924170255661011,0.03372254967689514,0.28505292534828186
63,0.002,0.11398965120315552,0.01329563558101654,0.06778750568628311,0.03290650621056557,0.2875711917877197
64,0.002,0.11262281984090805,0.014132160693407059,0.0653613731265068,0.03312928229570389,0.28687772154808044
65,0.002,0.1125015914440155,0.015642348676919937,0.06272642314434052,0.03413282334804535,0.2838091254234314
66,0.002,0.11319896578788757,0.01727376878261566,0.06051114946603775,0.03541404753923416,0.2800164222717285
67,0.002,0.11366026848554611,0.01828150451183319,0.05898251384496689,0.03639625012874603,0.27719801664352417
68,0.002,0.11314164102077484,0.018219605088233948,0.05822311341762543,0.036698922514915466,0.2763443887233734
69,0.002,0.11173475533723831,0.01718214899301529,0.05820991471409798,0.03634268790483475,0.2773498296737671
70,0.002,0.11026939749717712,0.01574273221194744,0.0588211789727211,0.035705484449863434,0.2791723310947418
71,0.002,0.10939337313175201,0.014441230334341526,0.05967633053660393,0.035275813192129135,0.28041917085647583
72,0.002,0.10919196903705597,0.013591556809842587,0.06018848344683647,0.035411935299634933,0.2800225615501404
73,0.002,0.10929900407791138,0.013193633407354355,0.0598825141787529,0.03622286021709442,0.27769017219543457
74,0.002,0.10926435142755508,0.013029334135353565,0.05869016796350479,0.037544846534729004,0.2739942967891693
75,0.002,0.10890514403581619,0.012975827790796757,0.05694276839494705,0.03898654878139496,0.2701048254966736
76,0.002,0.10827416926622391,0.013015544973313808,0.05520983785390854,0.040048785507678986,0.2673271596431732
77,0.002,0.10751215368509293,0.01319001242518425,0.05399307981133461,0.040329061448574066,0.2666061520576477
78,0.002,0.10682108998298645,0.013522306457161903,0.05357499420642853,0.03972379118204117,0.2681693434715271
79,0.002,0.1063823401927948,0.013937719166278839,0.05395936593413353,0.03848525881767273,0.27144119143486023
80,0.002,0.10621392726898193,0.014295082539319992,0.05483371019363403,0.03708513453602791,0.27526500821113586
81,0.002,0.1061205267906189,0.014447652734816074,0.055677272379398346,0.03599560633301735,0.27833864092826843
82,0.002,0.10587500035762787,0.014316622167825699,0.05602169409394264,0.03553668409585953,0.2796604037284851
83,0.002,0.10538539290428162,0.013935399241745472,0.05564233660697937,0.03580765053629875,0.27887800335884094
84,0.002,0.10476809740066528,0.013378579169511795,0.05469880998134613,0.036690711975097656,0.2763674557209015
85,0.002,0.10425227880477905,0.01278858631849289,0.05357961356639862,0.03788407891988754,0.2730662524700165
86,0.002,0.10394500195980072,0.012267756275832653,0.052691418677568436,0.03898582607507706,0.2701067328453064
87,0.002,0.10375919193029404,0.011866466142237186,0.05225883051753044,0.039633892476558685,0.2684035003185272
88,0.002,0.10355020314455032,0.011594913899898529,0.052296027541160583,0.03965926170349121,0.2683373689651489
89,0.002,0.1032339483499527,0.011441512033343315,0.052639055997133255,0.03915338218212128,0.2696637511253357
90,0.002,0.10283515602350235,0.011401556432247162,0.05303308367729187,0.03840051591396332,0.27166876196861267
91,0.002,0.10242994129657745,0.011491840705275536,0.05321378633379936,0.037724316120147705,0.27350232005119324
92,0.002,0.10204965621232986,0.01169897522777319,0.05299874767661095,0.03735193610191345,0.2745257019996643
93,0.002,0.10173777490854263,0.01199016161262989,0.05239582434296608,0.037351787090301514,0.27452608942985535
94,0.002,0.10150504857301712,0.012279937043786049,0.05158505588769913,0.037640057504177094,0.273732990026474
95,0.002,0.101262666285038,0.012450361624360085,0.05078301206231117,0.03802929073572159,0.2726714611053467
96,0.002,0.10098234564065933,0.012445437721908092,0.05020568147301674,0.038331225514411926,0.2718552052974701
97,0.002,0.10063543170690536,0.012248615734279156,0.049946773797273636,0.03844004124403,0.2715625762939453
98,0.002,0.10027920454740524,0.011933051981031895,0.04997263103723526,0.03837352246046066,0.2717413604259491
99,0.002,0.0999719426035881,0.011594606563448906,0.05013231188058853,0.03824502229690552,0.27208760380744934
100,0.002,0.09971298277378082,0.011299965903162956,0.05022357404232025,0.038189440965652466,0.27223771810531616
101,0.002,0.09947553277015686,0.01110184844583273,0.05008373782038689,0.03828994929790497,0.27196642756462097
102,0.002,0.09920844435691833,0.010993504896759987,0.04967641085386276,0.038538530468940735,0.2712983787059784
103,0.002,0.09892783313989639,0.010985257104039192,0.049101121723651886,0.038841456174850464,0.270489901304245
104,0.002,0.09862242639064789,0.011039172299206257,0.04851618781685829,0.039067067205905914,0.26989173889160156
105,0.002,0.09833166003227234,0.011124742217361927,0.04809980094432831,0.03910711407661438,0.26978591084480286
106,0.002,0.09806463122367859,0.011208191514015198,0.04791956767439842,0.03893687576055527,0.2702364921569824
107,0.002,0.09780596196651459,0.011239789426326752,0.04793596640229225,0.03863020986318588,0.2710530459880829
108,0.002,0.09756750613451004,0.011210390366613865,0.048031799495220184,0.038325317203998566,0.2718711197376251
109,0.002,0.0973067581653595,0.011098545044660568,0.04804789274930954,0.03816031664609909,0.27231648564338684
110,0.002,0.09703808277845383,0.010930901393294334,0.047892965376377106,0.03821421414613724,0.2721707820892334
111,0.002,0.09676413238048553,0.010731685906648636,0.047555550932884216,0.03847689926624298,0.27146363258361816
112,0.002,0.09649650752544403,0.010538476519286633,0.04710207134485245,0.038855962455272675,0.2704513370990753
