epoch,lr,loss,loss_pde,loss_bcic,loss_stl,robustness
0,0.002,9.805753707885742,1.0529868602752686,2.2735447883605957,6.479222297668457,-0.6477686166763306
1,0.002,0.4700714647769928,0.05313664674758911,0.398449182510376,0.01848563179373741,0.3981504440307617
2,0.002,1.4312652349472046,0.2522798180580139,1.1788599491119385,0.00012557867739815265,0.8982515335083008
3,0.002,2.9796926975250244,0.7872795462608337,2.1923887729644775,2.4339988158317283e-05,1.0623377561569214
4,0.002,3.604280948638916,1.131895899772644,2.472360134124756,2.4761766326264478e-05,1.0606197118759155
5,0.002,3.2042014598846436,1.1390068531036377,2.0651321411132812,6.241664959816262e-05,0.9681647419929504
6,0.002,2.261380910873413,0.8943719863891602,1.366758108139038,0.0002507346507627517,0.8290989995002747
7,0.002,1.2819175720214844,0.5525254607200623,0.728161633014679,0.0012304977281019092,0.6699721217155457
8,0.002,0.5988767743110657,0.25155818462371826,0.3409007489681244,0.006417781580239534,0.5045472383499146
9,0.002,0.35028141736984253,0.07650090754032135,0.23982775211334229,0.03395277261734009,0.33657604455947876
10,0.002,0.5565516948699951,0.04736891761422157,0.3445304036140442,0.16465237736701965,0.17204633355140686
11,0.002,1.0889185667037964,0.12059319764375687,0.4938816428184509,0.4744437038898468,0.04990289360284805
12,0.002,1.2419846057891846,0.1928732693195343,0.520037055015564,0.5290742516517639,0.03604531288146973
13,0.002,0.8787792921066284,0.1889815777540207,0.4520265758037567,0.237771138548851,0.13152065873146057
14,0.002,0.5988140106201172,0.12694954872131348,0.4108244478702545,0.061040014028549194,0.27655503153800964
15,0.002,0.4827883839607239,0.05476493015885353,0.4129592478275299,0.015064224600791931,0.4187891185283661
16,0.002,0.43666186928749084,0.011961515061557293,0.41959816217422485,0.005102197173982859,0.5275532007217407
17,0.002,0.42572036385536194,0.02073238417506218,0.4020589292049408,0.0029290742240846157,0.583160400390625
18,0.002,0.44005629420280457,0.08167906105518341,0.3554043173789978,0.0029729255475103855,0.581672191619873
19,0.002,0.4727061092853546,0.17523974180221558,0.2928096055984497,0.00465677585452795,0.536710262298584
20,0.002,0.5108016133308411,0.26865479350090027,0.23300203680992126,0.009144783951342106,0.46899959444999695
21,0.002,0.533832311630249,0.3276296854019165,0.1877109557390213,0.018491685390472412,0.39811739325523376
22,0.002,0.520064115524292,0.3303564190864563,0.1567246913909912,0.032983023673295975,0.3395225405693054
23,0.002,0.45826953649520874,0.277513712644577,0.1334226131439209,0.04733320698142052,0.30267831683158875
24,0.002,0.3598373234272003,0.19148428738117218,0.11450153589248657,0.05385150760412216,0.2894478440284729
25,0.002,0.2603268027305603,0.10443127155303955,0.10431891679763794,0.05157661437988281,0.2938787639141083
26,0.002,0.19982501864433289,0.04310428351163864,0.11026624590158463,0.04645448178052902,0.30459651350975037
27,0.002,0.19696882367134094,0.018552130088210106,0.13452023267745972,0.043896473944187164,0.31038928031921387
28,0.002,0.2396649867296219,0.024540938436985016,0.16990746557712555,0.045216575264930725,0.30735981464385986
29,0.002,0.29504939913749695,0.043830275535583496,0.20281291007995605,0.0484062023460865,0.30038267374038696
30,0.002,0.32900679111480713,0.05848594009876251,0.2203243374824524,0.05019652843475342,0.2966606020927429
31,0.002,0.3238677382469177,0.05870712548494339,0.21648500859737396,0.048675596714019775,0.2998141050338745
32,0.002,0.28462937474250793,0.045815955847501755,0.1941055953502655,0.04470782354474068,0.3085169494152069
33,0.002,0.23195064067840576,0.02899624966084957,0.16221147775650024,0.0407429113984108,0.31800326704978943
34,0.002,0.18901404738426208,0.018887575715780258,0.13136593997478485,0.038760535418987274,0.32309097051620483
35,0.002,0.17045031487941742,0.021876316517591476,0.10927709937095642,0.039296895265579224,0.3216896951198578
36,0.002,0.17696863412857056,0.037241071462631226,0.09834952652454376,0.04137802869081497,0.31642448902130127
37,0.002,0.19714045524597168,0.05809217318892479,0.09612828493118286,0.04291999340057373,0.31268808245658875
38,0.002,0.21542420983314514,0.07528761774301529,0.09819352626800537,0.04194306582212448,0.315039724111557
39,0.002,0.22150707244873047,0.0820632353425026,0.1013331338763237,0.03811069577932358,0.32481443881988525
40,0.002,0.21441686153411865,0.07688525319099426,0.10465177148580551,0.03287982940673828,0.3398410677909851
41,0.002,0.19951282441616058,0.06295248121023178,0.10842454433441162,0.028135787695646286,0.35566121339797974
42,0.002,0.18339648842811584,0.04585087671875954,0.11245434731245041,0.025091253221035004,0.3672664165496826
43,0.002,0.1706424355506897,0.030719824135303497,0.11566998064517975,0.024252617731690407,0.37070798873901367
44,0.002,0.1631103754043579,0.020470160990953445,0.11679291725158691,0.025847304612398148,0.3642597496509552
45,0.002,0.16080497205257416,0.015403850004076958,0.11532372236251831,0.03007739596068859,0.348890483379364
46,0.002,0.16279785335063934,0.013979570008814335,0.11185044050216675,0.036967843770980835,0.32791659235954285
47,0.002,0.1673882007598877,0.014086955226957798,0.107491634786129,0.04580960422754288,0.3060269057750702
48,0.002,0.17146188020706177,0.014131990261375904,0.10274367034435272,0.05458621680736542,0.2880556583404541
49,0.002,0.17165705561637878,0.013590251095592976,0.09774979948997498,0.060317009687423706,0.2777830958366394
50,0.002,0.1662469208240509,0.012911560945212841,0.09253333508968353,0.060802020132541656,0.2769577205181122
51,0.002,0.15726304054260254,0.012950071133673191,0.0880233496427536,0.056289613246917725,0.2848968505859375
52,0.002,0.14920687675476074,0.014366365037858486,0.08571940660476685,0.04912110045552254,0.29888054728507996
53,0.002,0.1455739438533783,0.017225803807377815,0.08644486963748932,0.04190327227115631,0.3151366412639618
54,0.002,0.1466817706823349,0.020986922085285187,0.08944781869649887,0.036247026175260544,0.3299219608306885
55,0.002,0.15011344850063324,0.0246925950050354,0.0926995500922203,0.03272130340337753,0.34033235907554626
56,0.002,0.15277987718582153,0.02737627923488617,0.09406978636980057,0.03133381903171539,0.34473496675491333
57,0.002,0.1527528464794159,0.02834693342447281,0.0924956202507019,0.03191029652953148,0.34288290143013
58,0.002,0.15001124143600464,0.027401616796851158,0.08839152753353119,0.034218091517686844,0.33578428626060486
59,0.002,0.14603295922279358,0.02487460896372795,0.08326081186532974,0.03789754584431648,0.32538601756095886
60,0.002,0.1425507813692093,0.02145974338054657,0.07877085357904434,0.042320188134908676,0.3141256272792816
61,0.002,0.140648752450943,0.01803555339574814,0.07606816291809082,0.046545036137104034,0.30439722537994385
